letter,total_weight,num_selected_vertices,penalties,uncertain_edges,sum_of_weight,all_candidates,all_candidates_y
NJY_perspire_Boundaries,8,2,0,6,12,127,127
NPP_perspire_Boundaries,16,4,0,8,16,129,129
NPP_perspire_Boundaries,4,1,0,8,16,129,129
NPP_perspire_Boundaries,8,2,0,8,16,129,129
NPP_perspire_Boundaries,12,3,0,8,16,129,129
NUO_perspire_Boundaries,8,2,0,4,8,143,143
NUO_perspire_Boundaries,4,1,0,4,8,143,143
NWF_perspire_Boundaries,8,2,0,4,8,100,100
NWF_perspire_Boundaries,4,1,0,4,8,100,100
NWW_perspire_Boundaries,8,2,0,4,8,144,144
NWW_perspire_Boundaries,4,1,0,4,8,144,144
OGW_perspire_Boundaries,6,1,0,4,8,170,170
OMJ_perspire_Boundaries,6,2,0,3,6,149,149
OMJ_perspire_Boundaries,4,1,0,3,6,149,149
OPN_perspire_Boundaries,4,1,0,2,4,132,132
P_perspire_Boundaries,4,1,0,2,4,49,49
PAZ_perspire_Boundaries,8,2,0,4,8,132,132
PAZ_perspire_Boundaries,4,1,0,4,8,132,132
PD_perspire_Boundaries,8,2,0,4,8,193,193
PD_perspire_Boundaries,4,1,0,4,8,193,193
PI_perspire_Boundaries,8,2,0,4,8,63,63
PI_perspire_Boundaries,4,1,0,4,8,63,63
PJW_perspire_Boundaries,12,3,0,6,12,138,138
PJW_perspire_Boundaries,4,1,0,6,12,138,138
PJW_perspire_Boundaries,8,2,0,6,12,138,138
PQW_perspire_Boundaries,8,2,0,4,8,258,258
PQW_perspire_Boundaries,4,1,0,4,8,258,258
PYE_perspire_Boundaries,8,2,0,4,8,101,101
PYE_perspire_Boundaries,4,1,0,4,8,101,101
PYO_perspire_Boundaries,4,1,0,2,4,149,149
RJ_perspire_Boundaries,4,1,0,2,4,87,87
RMJ_perspire_Boundaries,16,4,0,8,16,134,134
RMJ_perspire_Boundaries,4,1,0,8,16,134,134
RMJ_perspire_Boundaries,8,2,0,8,16,134,134
RMJ_perspire_Boundaries,12,3,0,8,16,134,134
SH_perspire_Boundaries,12,3,0,6,12,75,75
SH_perspire_Boundaries,4,1,0,6,12,75,75
SH_perspire_Boundaries,8,2,0,6,12,75,75
SL_perspire_Boundaries,8,2,0,4,8,63,63
SL_perspire_Boundaries,4,1,0,4,8,63,63
SNO_perspire_Boundaries,4,1,0,2,4,130,130
SOF_perspire_Boundaries,4,1,0,2,4,88,88
SOG_perspire_Boundaries,4,1,0,2,4,146,146
SOS_perspire_Boundaries,8,2,0,4,8,119,119
SOS_perspire_Boundaries,4,1,0,4,8,119,119
SVY_perspire_Boundaries,12,3,0,6,12,127,127
SVY_perspire_Boundaries,4,1,0,6,12,127,127
SVY_perspire_Boundaries,8,2,0,6,12,127,127
SYZ_perspire_Boundaries,4,1,0,2,4,106,106
TA_perspire_Boundaries,8,2,0,4,8,78,78
TA_perspire_Boundaries,4,1,0,4,8,78,78
TIA_perspire_Boundaries,8,2,0,4,8,81,81
TIA_perspire_Boundaries,4,1,0,4,8,81,81
SD_perspire_Boundaries,12,3,0,6,12,158,158
SD_perspire_Boundaries,8,2,0,6,12,158,158
SD_perspire_Boundaries,4,1,0,6,12,158,158
SDF_perspire_Boundaries,12,3,0,6,12,158,158
SDF_perspire_Boundaries,4,1,0,6,12,158,158
SDF_perspire_Boundaries,8,2,0,6,12,158,158
TRD_perspire_Boundaries,8,2,0,4,8,199,199
TRD_perspire_Boundaries,4,1,0,4,8,199,199
TSM_perspire_Boundaries,8,2,0,4,8,117,117
TSM_perspire_Boundaries,4,1,0,4,8,117,117
UA_perspire_Boundaries,4,1,0,2,4,100,100
UAV_perspire_Boundaries,4,1,0,2,4,136,136
UD_perspire_Boundaries,4,1,0,2,4,158,158
UH_perspire_Boundaries,8,2,0,4,8,87,87
UH_perspire_Boundaries,4,1,0,4,8,87,87
UI_perspire_Boundaries,4,1,0,2,4,60,60
UIN_perspire_Boundaries,4,1,0,2,4,91,91
UJ_perspire_Boundaries,4,1,0,2,4,81,81
UNY_perspire_Boundaries,4,1,0,2,4,140,140
UP_perspire_Boundaries,4,1,0,2,4,91,91
UPJ_perspire_Boundaries,4,1,0,2,4,121,121
VNM_perspire_Boundaries,20,5,0,10,20,142,142
VNM_perspire_Boundaries,4,1,0,10,20,142,142
VNM_perspire_Boundaries,8,2,0,10,20,142,142
VNM_perspire_Boundaries,12,3,0,10,20,142,142
VNM_perspire_Boundaries,16,4,0,10,20,142,142
VQ_perspire_Boundaries,8,2,0,4,8,194,194
VQ_perspire_Boundaries,4,1,0,4,8,194,194
VUJ_perspire_Boundaries,16,4,0,8,16,123,123
VUJ_perspire_Boundaries,4,1,0,8,16,123,123
VUJ_perspire_Boundaries,8,2,0,8,16,123,123
VUJ_perspire_Boundaries,12,3,0,8,16,123,123
WD_perspire_Boundaries,4,1,0,2,4,189,189
WFD_perspire_Boundaries,4,1,0,2,4,189,189
WM_perspire_Boundaries,8,2,0,4,8,101,101
WM_perspire_Boundaries,4,1,0,4,8,101,101
WQ_perspire_Boundaries,4,1,0,2,4,189,189
WWA_perspire_Boundaries,4,1,0,2,4,146,146
XBL_perspire_Boundaries,12,3,0,6,12,204,204
XBL_perspire_Boundaries,8,2,0,6,12,204,204
XBL_perspire_Boundaries,4,1,0,6,12,204,204
XGU_perspire_Boundaries,12,3,0,6,12,141,141
XGU_perspire_Boundaries,4,1,0,6,12,141,141
XGU_perspire_Boundaries,8,2,0,6,12,141,141
XIT_perspire_Boundaries,24,6,0,12,24,85,85
XIT_perspire_Boundaries,12,3,0,12,24,85,85
XIT_perspire_Boundaries,8,2,0,12,24,85,85
XIT_perspire_Boundaries,4,1,0,12,24,85,85
XIT_perspire_Boundaries,20,5,0,12,24,85,85
XIT_perspire_Boundaries,16,4,0,12,24,85,85
XJ_perspire_Boundaries,12,3,0,6,12,77,77
XJ_perspire_Boundaries,4,1,0,6,12,77,77
XJ_perspire_Boundaries,8,2,0,6,12,77,77
XL_perspire_Boundaries,20,5,0,10,20,70,70
XL_perspire_Boundaries,4,1,0,10,20,70,70
XL_perspire_Boundaries,12,3,0,10,20,70,70
XL_perspire_Boundaries,8,2,0,10,20,70,70
XL_perspire_Boundaries,16,4,0,10,20,70,70
XMA_perspire_Boundaries,36,9,0,18,36,148,148
XMA_perspire_Boundaries,6,1,0,18,36,148,148
XMA_perspire_Boundaries,30,7,0,18,36,148,148
XMA_perspire_Boundaries,10,2,0,18,36,148,148
XMA_perspire_Boundaries,18,4,0,18,36,148,148
XMA_perspire_Boundaries,26,6,0,18,36,148,148
XMA_perspire_Boundaries,14,3,0,18,36,148,148
XMA_perspire_Boundaries,22,5,0,18,36,148,148
XMA_perspire_Boundaries,34,8,0,18,36,148,148
XP_perspire_Boundaries,12,3,0,6,12,86,86
XP_perspire_Boundaries,4,1,0,6,12,86,86
XP_perspire_Boundaries,8,2,0,6,12,86,86
XRT_perspire_Boundaries,20,5,0,10,20,117,117
XRT_perspire_Boundaries,4,1,0,10,20,117,117
XRT_perspire_Boundaries,8,2,0,10,20,117,117
XRT_perspire_Boundaries,12,3,0,10,20,117,117
XRT_perspire_Boundaries,16,4,0,10,20,117,117
XT_perspire_Boundaries,20,5,0,10,20,76,76
XT_perspire_Boundaries,4,1,0,10,20,76,76
XT_perspire_Boundaries,8,2,0,10,20,76,76
XT_perspire_Boundaries,16,4,0,10,20,76,76
XT_perspire_Boundaries,12,3,0,10,20,76,76
XWI_perspire_Boundaries,24,6,0,12,24,98,98
XWI_perspire_Boundaries,6,1,0,12,24,98,98
XWI_perspire_Boundaries,10,2,0,12,24,98,98
XWI_perspire_Boundaries,18,4,0,12,24,98,98
XWI_perspire_Boundaries,14,3,0,12,24,98,98
XWI_perspire_Boundaries,22,5,0,12,24,98,98
XXW_perspire_Boundaries,28,7,0,14,28,126,126
XXW_perspire_Boundaries,6,1,0,14,28,126,126
XXW_perspire_Boundaries,14,3,0,14,28,126,126
XXW_perspire_Boundaries,18,4,0,14,28,126,126
XXW_perspire_Boundaries,22,5,0,14,28,126,126
XXW_perspire_Boundaries,10,2,0,14,28,126,126
XXW_perspire_Boundaries,26,6,0,14,28,126,126
YDH_perspire_Boundaries,4,1,0,2,4,275,275
YUT_perspire_Boundaries,8,2,0,4,8,127,127
YUT_perspire_Boundaries,4,1,0,4,8,127,127
YXW_perspire_Boundaries,20,5,0,10,20,144,144
YXW_perspire_Boundaries,6,1,0,10,20,144,144
YXW_perspire_Boundaries,10,2,0,10,20,144,144
YXW_perspire_Boundaries,14,3,0,10,20,144,144
YXW_perspire_Boundaries,18,4,0,10,20,144,144
ZJY_perspire_Boundaries,6,2,0,3,6,116,116
ZJY_perspire_Boundaries,4,1,0,3,6,116,116
ZSM_perspire_Boundaries,14,4,0,7,14,116,116
ZSM_perspire_Boundaries,4,1,0,7,14,116,116
ZSM_perspire_Boundaries,8,2,0,7,14,116,116
ZSM_perspire_Boundaries,12,3,0,7,14,116,116
A_perspire_Approach2,4,1,0,2,4,58,58
ACI_perspire_Approach2,15,3,0,6,15,118,118
ACI_perspire_Approach2,8,1,0,6,15,118,118
ACI_perspire_Approach2,13,2,0,6,15,118,118
AEJ_perspire_Approach2,9,4,0,4,9,95,95
AEJ_perspire_Approach2,3,1,0,4,9,95,95
AEJ_perspire_Approach2,5,2,0,4,9,95,95
AEJ_perspire_Approach2,7,3,0,4,9,95,95
AEY_perspire_Approach2,21,4,0,8,21,109,109
AEY_perspire_Approach2,11,1,0,8,21,109,109
AEY_perspire_Approach2,17,2,0,8,21,109,109
AEY_perspire_Approach2,19,3,0,8,21,109,109
AJD_perspire_Approach2,15,3,0,7,15,214,214
AJD_perspire_Approach2,6,1,0,7,15,214,214
AJD_perspire_Approach2,11,2,0,7,15,214,214
AKV_perspire_Approach2,18,5,0,7,18,124,124
AKV_perspire_Approach2,10,1,0,7,18,124,124
AKV_perspire_Approach2,14,3,0,7,18,124,124
AKV_perspire_Approach2,12,2,0,7,18,124,124
AKV_perspire_Approach2,16,4,0,7,18,124,124
ANC_perspire_Approach2,29,6,0,10,29,145,145
ANC_perspire_Approach2,10,1,0,10,29,145,145
ANC_perspire_Approach2,19,2,0,10,29,145,145
ANC_perspire_Approach2,27,5,0,10,29,145,145
ANC_perspire_Approach2,23,3,0,10,29,145,145
ANC_perspire_Approach2,25,4,0,10,29,145,145
ARV_perspire_Approach2,15,4,0,8,17,143,143
ARV_perspire_Approach2,6,1,0,8,17,143,143
ARV_perspire_Approach2,11,2,0,8,17,143,143
ARV_perspire_Approach2,13,3,0,8,17,143,143
AW_perspire_Approach2,15,4,0,6,15,112,112
AW_perspire_Approach2,8,1,0,6,15,112,112
AW_perspire_Approach2,13,3,0,6,15,112,112
AW_perspire_Approach2,11,2,0,6,15,112,112
AX_perspire_Approach2,7,2,0,3,7,94,94
AX_perspire_Approach2,5,1,0,3,7,94,94
AXF_perspire_Approach2,7,2,0,3,7,94,94
AXF_perspire_Approach2,5,1,0,3,7,94,94
AZ_perspire_Approach2,8,2,0,3,8,89,89
AZ_perspire_Approach2,6,1,0,3,8,89,89
AZH_perspire_Approach2,14,3,0,5,14,121,121
AZH_perspire_Approach2,6,1,0,5,14,121,121
AZH_perspire_Approach2,12,2,0,5,14,121,121
AT_perspire_Approach2,15,3,0,6,15,89,89
AT_perspire_Approach2,8,1,0,6,15,89,89
AT_perspire_Approach2,12,2,0,6,15,89,89
BEV_perspire_Approach2,12,2,0,5,15,151,151
BEV_perspire_Approach2,9,1,0,5,15,151,151
BKQ_perspire_Approach2,20,5,0,7,20,130,130
BKQ_perspire_Approach2,8,1,0,7,20,130,130
BKQ_perspire_Approach2,12,2,0,7,20,130,130
BKQ_perspire_Approach2,16,3,0,7,20,130,130
BKQ_perspire_Approach2,18,4,0,7,20,130,130
BLC_perspire_Approach2,12,3,0,5,12,139,139
BLC_perspire_Approach2,8,1,0,5,12,139,139
BLC_perspire_Approach2,10,2,0,5,12,139,139
BO_perspire_Approach2,5,1,0,2,5,108,108
BVD_perspire_Approach2,16,3,0,7,21,168,168
BVD_perspire_Approach2,8,1,0,7,21,168,168
BVD_perspire_Approach2,14,2,0,7,21,168,168
BOC_perspire_Approach2,10,2,0,4,10,144,144
BOC_perspire_Approach2,6,1,0,4,10,144,144
CBS_perspire_Approach2,5,1,0,2,5,116,116
CGY_perspire_Approach2,4,1,0,2,4,162,162
CIO_perspire_Approach2,5,1,0,2,5,107,107
COP_perspire_Approach2,11,2,0,4,11,151,151
COP_perspire_Approach2,6,1,0,4,11,151,151
CRK_perspire_Approach2,16,2,0,6,18,138,138
CRK_perspire_Approach2,9,1,0,6,18,138,138
CUH_perspire_Approach2,21,4,0,7,21,134,134
CUH_perspire_Approach2,11,1,0,7,21,134,134
CUH_perspire_Approach2,17,2,0,7,21,134,134
CUH_perspire_Approach2,19,3,0,7,21,134,134
CV_perspire_Approach2,8,2,0,3,8,92,92
CV_perspire_Approach2,6,1,0,3,8,92,92
CWC_perspire_Approach2,7,1,0,3,7,139,139
CXS_perspire_Approach2,9,2,0,4,9,123,123
CXS_perspire_Approach2,5,1,0,4,9,123,123
CVG_perspire_Approach2,10,2,0,4,10,152,152
CVG_perspire_Approach2,7,1,0,4,10,152,152
DAQ_perspire_Approach2,23,4,0,8,23,220,220
DAQ_perspire_Approach2,6,1,0,8,23,220,220
DAQ_perspire_Approach2,12,2,0,8,23,220,220
DAQ_perspire_Approach2,18,3,0,8,23,220,220
DCJ_perspire_Approach2,20,5,0,8,20,211,211
DCJ_perspire_Approach2,10,1,0,8,20,211,211
DCJ_perspire_Approach2,14,2,0,8,20,211,211
DCJ_perspire_Approach2,18,4,0,8,20,211,211
DCJ_perspire_Approach2,16,3,0,8,20,211,211
DGC_perspire_Approach2,29,6,0,10,29,221,221
DGC_perspire_Approach2,18,2,0,10,29,221,221
DGC_perspire_Approach2,10,1,0,10,29,221,221
DGC_perspire_Approach2,22,3,0,10,29,221,221
DGC_perspire_Approach2,27,5,0,10,29,221,221
DGC_perspire_Approach2,25,4,0,10,29,221,221
DGH_perspire_Approach2,21,5,0,8,21,257,257
DGH_perspire_Approach2,8,1,0,8,21,257,257
DGH_perspire_Approach2,19,4,0,8,21,257,257
DGH_perspire_Approach2,13,2,0,8,21,257,257
DGH_perspire_Approach2,16,3,0,8,21,257,257
DI_perspire_Approach2,5,1,0,2,5,121,121
DIH_perspire_Approach2,6,2,0,3,6,193,193
DIH_perspire_Approach2,4,1,0,3,6,193,193
DJI_perspire_Approach2,20,3,0,7,20,199,199
DJI_perspire_Approach2,8,1,0,7,20,199,199
DJI_perspire_Approach2,16,2,0,7,20,199,199
DMF_perspire_Approach2,17,4,0,6,17,193,193
DMF_perspire_Approach2,10,1,0,6,17,193,193
DMF_perspire_Approach2,13,2,0,6,17,193,193
DMF_perspire_Approach2,15,3,0,6,17,193,193
DMP_perspire_Approach2,24,5,0,9,24,270,270
DMP_perspire_Approach2,9,1,0,9,24,270,270
DMP_perspire_Approach2,11,2,0,9,24,270,270
DMP_perspire_Approach2,18,4,0,9,24,270,270
DMP_perspire_Approach2,15,3,0,9,24,270,270
DP_perspire_Approach2,15,2,0,5,15,145,145
DP_perspire_Approach2,9,1,0,5,15,145,145
DU_perspire_Approach2,7,2,0,3,7,157,157
DU_perspire_Approach2,5,1,0,3,7,157,157
DV_perspire_Approach2,9,2,0,4,9,229,229
DV_perspire_Approach2,7,1,0,4,9,229,229
EDH_perspire_Approach2,2,1,0,1,2,193,193
EHX_perspire_Approach2,5,2,0,2,5,81,81
EHX_perspire_Approach2,3,1,0,2,5,81,81
ER_perspire_Approach2,2,1,0,1,2,55,55
ETC_perspire_Approach2,4,1,0,2,4,69,69
EVG_perspire_Approach2,15,3,0,5,15,105,105
EVG_perspire_Approach2,9,1,0,5,15,105,105
EVG_perspire_Approach2,13,2,0,5,15,105,105
FHP_perspire_Approach2,7,2,0,3,7,90,90
FHP_perspire_Approach2,4,1,0,3,7,90,90
FSB_perspire_Approach2,12,2,0,4,12,119,119
FSB_perspire_Approach2,8,1,0,4,12,119,119
FUX_perspire_Approach2,5,2,0,2,5,82,82
FUX_perspire_Approach2,3,1,0,2,5,82,82
GC_perspire_Approach2,5,1,0,2,5,108,108
GD_perspire_Approach2,5,2,0,2,5,181,181
GD_perspire_Approach2,3,1,0,2,5,181,181
GHJ_perspire_Approach2,8,2,0,3,8,141,141
GHJ_perspire_Approach2,5,1,0,3,8,141,141
GM_perspire_Approach2,9,2,0,3,9,117,117
GM_perspire_Approach2,7,1,0,3,9,117,117
GMU_perspire_Approach2,15,4,0,5,15,160,160
GMU_perspire_Approach2,7,1,0,5,15,160,160
GMU_perspire_Approach2,10,2,0,5,15,160,160
GMU_perspire_Approach2,13,3,0,5,15,160,160
GPS_perspire_Approach2,8,1,0,4,10,135,135
GWG_perspire_Approach2,8,2,0,4,8,166,166
GWG_perspire_Approach2,4,1,0,4,8,166,166
HI_perspire_Approach2,9,1,0,3,9,59,59
HKD_perspire_Approach2,18,4,0,7,18,356,356
HKD_perspire_Approach2,8,1,0,7,18,356,356
HKD_perspire_Approach2,16,3,0,7,18,356,356
HKD_perspire_Approach2,14,2,0,7,18,356,356
HO_perspire_Approach2,12,2,0,5,12,100,100
HO_perspire_Approach2,7,1,0,5,12,100,100
HBV_perspire_Approach2,22,5,0,10,25,226,226
HBV_perspire_Approach2,8,1,0,10,25,226,226
HBV_perspire_Approach2,13,2,0,10,25,226,226
HBV_perspire_Approach2,17,3,0,10,25,226,226
HBV_perspire_Approach2,20,4,0,10,25,226,226
IA_perspire_Approach2,4,1,0,2,4,62,62
IBY_perspire_Approach2,17,3,0,6,17,132,132
IBY_perspire_Approach2,11,1,0,6,17,132,132
IBY_perspire_Approach2,15,2,0,6,17,132,132
IH_perspire_Approach2,4,1,0,1,4,49,49
JA_perspire_Approach2,14,4,0,6,14,94,94
JA_perspire_Approach2,7,1,0,6,14,94,94
JA_perspire_Approach2,12,3,0,6,14,94,94
JA_perspire_Approach2,10,2,0,6,14,94,94
JB_perspire_Approach2,21,5,0,7,21,137,137
JB_perspire_Approach2,9,1,0,7,21,137,137
JB_perspire_Approach2,14,2,0,7,21,137,137
JB_perspire_Approach2,17,3,0,7,21,137,137
JB_perspire_Approach2,19,4,0,7,21,137,137
JBR_perspire_Approach2,21,4,0,8,21,160,160
JBR_perspire_Approach2,8,1,0,8,21,160,160
JBR_perspire_Approach2,19,3,0,8,21,160,160
JBR_perspire_Approach2,15,2,0,8,21,160,160
JC_perspire_Approach2,14,3,0,5,14,85,85
JC_perspire_Approach2,8,1,0,5,14,85,85
JC_perspire_Approach2,12,2,0,5,14,85,85
JCD_perspire_Approach2,19,4,0,6,19,163,163
JCD_perspire_Approach2,7,1,0,6,19,163,163
JCD_perspire_Approach2,14,2,0,6,19,163,163
JCD_perspire_Approach2,17,3,0,6,19,163,163
JD_perspire_Approach2,13,3,0,5,13,194,194
JD_perspire_Approach2,8,1,0,5,13,194,194
JD_perspire_Approach2,11,2,0,5,13,194,194
JHR_perspire_Approach2,24,5,0,9,24,125,125
JHR_perspire_Approach2,14,2,0,9,24,125,125
JHR_perspire_Approach2,7,1,0,9,24,125,125
JHR_perspire_Approach2,19,3,0,9,24,125,125
JHR_perspire_Approach2,22,4,0,9,24,125,125
JJ_perspire_Approach2,8,2,0,4,8,75,75
JJ_perspire_Approach2,4,1,0,4,8,75,75
JNY_perspire_Approach2,19,5,0,9,21,127,127
JNY_perspire_Approach2,6,1,0,9,21,127,127
JNY_perspire_Approach2,11,2,0,9,21,127,127
JNY_perspire_Approach2,17,4,0,9,21,127,127
JNY_perspire_Approach2,15,3,0,9,21,127,127
JO_perspire_Approach2,12,3,0,5,12,94,94
JO_perspire_Approach2,5,1,0,5,12,94,94
JO_perspire_Approach2,10,2,0,5,12,94,94
JRA_perspire_Approach2,33,6,0,13,37,136,136
JRA_perspire_Approach2,12,1,0,13,37,136,136
JRA_perspire_Approach2,18,2,0,13,37,136,136
JRA_perspire_Approach2,27,4,0,13,37,136,136
JRA_perspire_Approach2,23,3,0,13,37,136,136
JRA_perspire_Approach2,31,5,0,13,37,136,136
JXD_perspire_Approach2,12,5,0,8,18,240,240
JXD_perspire_Approach2,3,1,0,8,18,240,240
JXD_perspire_Approach2,10,4,0,8,18,240,240
JXD_perspire_Approach2,6,2,0,8,18,240,240
JXD_perspire_Approach2,8,3,0,8,18,240,240
KGO_perspire_Approach2,14,3,0,6,14,154,154
KGO_perspire_Approach2,7,1,0,6,14,154,154
KGO_perspire_Approach2,12,2,0,6,14,154,154
KIW_perspire_Approach2,11,3,0,5,11,97,97
KIW_perspire_Approach2,4,1,0,5,11,97,97
KIW_perspire_Approach2,8,2,0,5,11,97,97
KJ_perspire_Approach2,8,3,0,4,8,81,81
KJ_perspire_Approach2,4,1,0,4,8,81,81
KJ_perspire_Approach2,6,2,0,4,8,81,81
KJP_perspire_Approach2,17,4,0,7,17,126,126
KJP_perspire_Approach2,7,1,0,7,17,126,126
KJP_perspire_Approach2,12,2,0,7,17,126,126
KJP_perspire_Approach2,15,3,0,7,17,126,126
LAC_perspire_Approach2,21,5,0,8,21,134,134
LAC_perspire_Approach2,10,1,0,8,21,134,134
LAC_perspire_Approach2,14,2,0,8,21,134,134
LAC_perspire_Approach2,17,3,0,8,21,134,134
LAC_perspire_Approach2,19,4,0,8,21,134,134
LBP_perspire_Approach2,20,3,0,7,20,150,150
LBP_perspire_Approach2,10,1,0,7,20,150,150
LBP_perspire_Approach2,16,2,0,7,20,150,150
LZT_perspire_Approach2,11,2,0,4,11,95,95
LZT_perspire_Approach2,7,1,0,4,11,95,95
LWC_perspire_Approach2,11,2,0,4,11,123,123
LWC_perspire_Approach2,8,1,0,4,11,123,123
MB_perspire_Approach2,11,2,0,6,13,173,173
MB_perspire_Approach2,7,1,0,6,13,173,173
MMK_perspire_Approach2,16,3,0,6,16,153,153
MMK_perspire_Approach2,10,1,0,6,16,153,153
MMK_perspire_Approach2,14,2,0,6,16,153,153
MNW_perspire_Approach2,9,2,0,4,9,154,154
MNW_perspire_Approach2,5,1,0,4,9,154,154
MP_perspire_Approach2,8,2,0,4,8,103,103
MP_perspire_Approach2,4,1,0,4,8,103,103
MY_perspire_Approach2,15,3,0,6,15,109,109
MY_perspire_Approach2,11,1,0,6,15,109,109
MY_perspire_Approach2,13,2,0,6,15,109,109
NB_perspire_Approach2,5,1,0,2,5,139,139
ND_perspire_Approach2,8,2,0,3,8,158,158
ND_perspire_Approach2,6,1,0,3,8,158,158
NJY_perspire_Approach2,19,3,0,8,19,127,127
NJY_perspire_Approach2,9,1,0,8,19,127,127
NJY_perspire_Approach2,17,2,0,8,19,127,127
NPP_perspire_Approach2,4,1,0,2,4,129,129
NUO_perspire_Approach2,12,3,0,5,12,143,143
NUO_perspire_Approach2,5,1,0,5,12,143,143
NUO_perspire_Approach2,10,2,0,5,12,143,143
NWF_perspire_Approach2,10,3,0,4,10,100,100
NWF_perspire_Approach2,5,1,0,4,10,100,100
NWF_perspire_Approach2,8,2,0,4,10,100,100
NWW_perspire_Approach2,15,4,0,6,15,144,144
NWW_perspire_Approach2,7,1,0,6,15,144,144
NWW_perspire_Approach2,13,3,0,6,15,144,144
NWW_perspire_Approach2,10,2,0,6,15,144,144
OGB_perspire_Approach2,13,2,0,4,13,142,142
OGB_perspire_Approach2,9,1,0,4,13,142,142
OGW_perspire_Approach2,12,2,0,4,12,170,170
OGW_perspire_Approach2,7,1,0,4,12,170,170
OMJ_perspire_Approach2,14,4,0,5,14,149,149
OMJ_perspire_Approach2,6,1,0,5,14,149,149
OMJ_perspire_Approach2,9,2,0,5,14,149,149
OMJ_perspire_Approach2,12,3,0,5,14,149,149
OPN_perspire_Approach2,11,2,0,6,16,132,132
OPN_perspire_Approach2,8,1,0,6,16,132,132
PAZ_perspire_Approach2,8,2,0,4,8,132,132
PAZ_perspire_Approach2,4,1,0,4,8,132,132
PD_perspire_Approach2,4,1,0,2,4,193,193
PJW_perspire_Approach2,18,4,0,7,18,138,138
PJW_perspire_Approach2,7,1,0,7,18,138,138
PJW_perspire_Approach2,12,2,0,7,18,138,138
PJW_perspire_Approach2,16,3,0,7,18,138,138
PQW_perspire_Approach2,24,5,0,9,24,258,258
PQW_perspire_Approach2,11,1,0,9,24,258,258
PQW_perspire_Approach2,16,2,0,9,24,258,258
PQW_perspire_Approach2,20,3,0,9,24,258,258
PQW_perspire_Approach2,22,4,0,9,24,258,258
PYE_perspire_Approach2,2,1,0,1,2,101,101
PYO_perspire_Approach2,13,3,0,6,16,149,149
PYO_perspire_Approach2,5,1,0,6,16,149,149
PYO_perspire_Approach2,10,2,0,6,16,149,149
RMJ_perspire_Approach2,14,4,0,5,14,134,134
RMJ_perspire_Approach2,6,1,0,5,14,134,134
RMJ_perspire_Approach2,9,2,0,5,14,134,134
RMJ_perspire_Approach2,12,3,0,5,14,134,134
SH_perspire_Approach2,15,3,0,6,15,75,75
SH_perspire_Approach2,8,1,0,6,15,75,75
SH_perspire_Approach2,13,2,0,6,15,75,75
SL_perspire_Approach2,10,2,0,4,10,63,63
SL_perspire_Approach2,6,1,0,4,10,63,63
SNO_perspire_Approach2,25,5,0,8,25,130,130
SNO_perspire_Approach2,14,2,0,8,25,130,130
SNO_perspire_Approach2,19,3,0,8,25,130,130
SNO_perspire_Approach2,8,1,0,8,25,130,130
SNO_perspire_Approach2,23,4,0,8,25,130,130
SOF_perspire_Approach2,15,3,0,6,15,88,88
SOF_perspire_Approach2,8,1,0,6,15,88,88
SOF_perspire_Approach2,13,2,0,6,15,88,88
SOG_perspire_Approach2,16,3,0,6,16,146,146
SOG_perspire_Approach2,8,1,0,6,16,146,146
SOG_perspire_Approach2,13,2,0,6,16,146,146
SOS_perspire_Approach2,17,4,0,6,17,119,119
SOS_perspire_Approach2,9,1,0,6,17,119,119
SOS_perspire_Approach2,12,2,0,6,17,119,119
SOS_perspire_Approach2,15,3,0,6,17,119,119
SVY_perspire_Approach2,20,3,0,5,20,127,127
SVY_perspire_Approach2,12,1,0,5,20,127,127
SVY_perspire_Approach2,18,2,0,5,20,127,127
SYZ_perspire_Approach2,10,3,0,4,10,106,106
SYZ_perspire_Approach2,6,1,0,4,10,106,106
SYZ_perspire_Approach2,8,2,0,4,10,106,106
TA_perspire_Approach2,9,2,0,4,11,78,78
TA_perspire_Approach2,7,1,0,4,11,78,78
TIA_perspire_Approach2,5,1,0,3,7,81,81
TLV_perspire_Approach2,6,2,0,3,6,96,96
TLV_perspire_Approach2,4,1,0,3,6,96,96
SD_perspire_Approach2,11,2,0,4,11,158,158
SD_perspire_Approach2,8,1,0,4,11,158,158
SDF_perspire_Approach2,10,2,0,4,10,158,158
SDF_perspire_Approach2,7,1,0,4,10,158,158
TRD_perspire_Approach2,22,5,0,8,22,199,199
TRD_perspire_Approach2,11,1,0,8,22,199,199
TRD_perspire_Approach2,15,2,0,8,22,199,199
TRD_perspire_Approach2,20,4,0,8,22,199,199
TRD_perspire_Approach2,18,3,0,8,22,199,199
TSM_perspire_Approach2,10,2,0,4,10,117,117
TSM_perspire_Approach2,5,1,0,4,10,117,117
UA_perspire_Approach2,14,4,0,6,14,100,100
UA_perspire_Approach2,10,2,0,6,14,100,100
UA_perspire_Approach2,7,1,0,6,14,100,100
UA_perspire_Approach2,12,3,0,6,14,100,100
UAV_perspire_Approach2,10,3,0,4,10,136,136
UAV_perspire_Approach2,6,1,0,4,10,136,136
UAV_perspire_Approach2,8,2,0,4,10,136,136
UD_perspire_Approach2,7,1,0,3,7,158,158
UH_perspire_Approach2,17,4,0,6,17,87,87
UH_perspire_Approach2,10,1,0,6,17,87,87
UH_perspire_Approach2,13,2,0,6,17,87,87
UH_perspire_Approach2,15,3,0,6,17,87,87
